frequency_hz,direct_adc_int16,filtered_adc_int16,direct_rms_uint16,filtered_rms_uint16,direct_rms_float,filtered_rms_float
19940,-20824,-5293,16686,8625,16685.759417615,8625.3595364516
19960,49,-7466,16685,8535,16685.1423044274,8535.02931235699
19980,20871,11682,16689,8442,16688.7077350588,8442.07358011237
20000,-19651,-2859,16685,8349,16685.298649491,8348.9767946923
20020,-2471,-8931,16686,8259,16685.7564872925,8258.57435409166
20040,22073,10566,16689,8165,16688.6292524194,8165.03429084674
20060,-18275,-454,16685,8073,16684.9768781329,8072.61966062186
20080,-4967,-9932,16686,7982,16686.1194553811,7981.93542685277
20100,23009,9074,16688,7888,16688.4797066476,7888.25867008628
20120,-16658,1807,16685,7797,16684.6099497865,7796.80533465558
20140,-7388,-10434,16686,7706,16686.4800749148,7705.96845234745
20160,23655,7304,16688,7612,16688.1908677726,7612.31947083635
20180,-14872,3835,16685,7522,16684.6374427919,7521.76254401551
20200,-9698,-10461,16687,7431,16686.9894575825,7430.75635834798
20220,24006,5340,16688,7338,16687.9524919413,7337.7354580846
20240,-12888,5572,16684,7248,16684.4746199498,7247.84130035535
20260,-11885,-10050,16687,7157,16687.4112091797,7156.60322773852
20280,24060,3303,16687,7065,16687.4180196298,7064.64401978052
20300,-10769,6922,16685,6976,16684.5124535963,6975.65670300886
20320,-13914,-9231,16688,6884,16687.7497947201,6884.40582997806
20340,23827,1270,16687,6794,16686.8813979737,6793.71770878365
20360,-8489,7889,16685,6705,16684.6630810579,6705.16175634197
20380,-15806,-8081,16688,6614,16688.1207644444,6614.14846110053
20400,23289,-667,16687,6525,16686.6009899164,6525.02747549067
20420,-6106,8450,16685,6437,16684.8686178429,6437.00304373538
20440,-17492,-6679,16688,6347,16688.2242955745,6346.91615079671
20460,22474,-2423,16686,6259,16685.99333661,6259.09609360134
20480,-3626,8596,16685,6172,16685.1339755991,6171.55523700931
20500,-18991,-5095,16688,6082,16688.3855054735,6082.39620681679
20520,21394,-3938,16685,5996,16685.3738352332,5996.05719298709
20540,-1098,8356,16685,5909,16685.4193232717,5909.05673281952
20560,-20266,-3420,16688,5821,16688.3435836197,5821.30568321419
20580,20034,-5135,16685,5736,16685.1274187737,5736.4457506454
20600,1467,7775,16686,5650,16686.0042121202,5649.93515734708
20620,-21319,-1752,16688,5564,16688.2563602876,5564.04845702998
20640,18441,-6034,16685,5480,16684.7573550991,5480.32092922528
20660,4034,6916,16686,5395,16686.248951598,5395.12734874079
20680,-22134,-157,16688,5311,16688.1459747177,5310.75734211939
20700,16629,-6571,16684,5228,16684.3622271576,5228.23532139935
20720,6568,5843,16687,5144,16686.6761911444,5144.05825592324
20740,-22697,1314,16688,5062,16687.8245390814,5061.82675070959
20760,14633,-6781,16684,4980,16684.2239019734,4980.33830145341
20780,9021,4600,16687,4898,16687.0205102066,4897.80869329272
20800,-23023,2582,16688,4818,16687.6633619696,4817.50281097378
20820,12466,-6693,16684,4737,16684.2882039821,4737.2673572599
20840,11399,3290,16687,4656,16687.4420887923,4656.44260109213
20860,-23096,3623,16687,4578,16687.106862242,4577.84605562848
20880,10150,-6308,16684,4499,16684.1203479949,4498.96807286995
20900,13637,1950,16688,4420,16687.9447654841,4420.12727516551
20920,-22909,4400,16687,4344,16686.8328425494,4343.50496715017
20940,7750,-5675,16684,4266,16684.2803495381,4266.03742214123
20960,15733,672,16688,4189,16688.2165285951,4189.27619967321
20980,-22484,4894,16687,4114,16686.5146292279,4114.36520285462
21000,5254,-4872,16685,4039,16684.5694975435,4038.52103179711
21020,17645,-514,16689,3964,16688.5077339683,3964.14161593916
21040,-21811,5140,16686,3891,16686.0920143887,3890.9702170827
21060,2720,-3949,16685,3817,16684.9139942818,3816.8893971298
21080,19344,-1555,16689,3745,16688.5166315223,3744.66414538975
21100,-20878,5137,16686,3673,16685.6870558901,3673.04621281101
21120,163,-2935,16685,3601,16685.2128689501,3601.14717734779
21140,20809,-2403,16689,3531,16688.5988795641,3531.36502429506
21160,-19726,4881,16685,3462,16685.4585711113,3461.57974779461
21180,-2355,-1908,16685,3392,16685.4464911896,3391.85711977189
21200,22014,-3051,16688,3324,16688.4753208807,3324.18524413931
21220,-18342,4467,16685,3256,16685.0226341032,3256.21825867747
21240,-4845,-923,16686,3189,16685.8072900491,3188.89974551005
21260,22966,-3490,16688,3123,16688.315813399,3123.33124287745
21280,-16749,3889,16685,3057,16684.632512353,3057.3010351663
21300,-7260,-8,16686,2993,16686.2528470207,2992.52719836579
21320,23621,-3715,16688,2929,16687.9719178209,2929.0577826565
21340,-14956,3202,16685,2865,16684.7081561781,2865.09320477039
21360,-9589,808,16687,2803,16686.8331049736,2802.73689982465
21380,24000,-3759,16688,2741,16687.6990167425,2741.12987185307
21400,-12988,2463,16685,2680,16684.5095049027,2679.58103241483
21420,-11784,1473,16687,2620,16687.1877569249,2619.82463113476
21440,24073,-3623,16687,2560,16687.3069966601,2560.17463007401
21460,-10865,1688,16684,2501,16684.4473282067,2501.10046648611
21480,-13835,1998,16687,2443,16687.4562616395,2443.4018256704
21500,23848,-3335,16687,2386,16686.8876124687,2386.13508774806
21520,-8601,954,16685,2329,16684.7188328058,2329.25681108636
21540,-15721,2343,16688,2274,16687.8056438536,2274.03814976614
21560,23333,-2935,16687,2219,16686.5642832154,2218.94815708437
21580,-6210,284,16685,2165,16684.7989757908,2164.74662973459
21600,-17422,2551,16688,2112,16688.0495521271,2111.88759562452
21620,22527,-2463,16686,2059,16686.0537354245,2058.69391478326
21640,-3742,-320,16685,2007,16684.887138097,2007.14720975589
21660,-18912,2605,16688,1956,16688.0905942789,1956.43664813208
21680,21435,-1929,16686,1906,16685.5777569069,1905.73796709273
21700,-1213,-816,16685,1857,16685.3249938206,1856.586734109
21720,-20213,2529,16688,1808,16688.1692731544,1807.98537067808
21740,20103,-1393,16685,1760,16684.9441563857,1759.50533826993
21760,1356,-1200,16686,1713,16685.6715634973,1712.64589756873
21780,-21266,2356,16688,1666,16688.2175539636,1666.25668954959
21800,18520,-871,16685,1620,16684.8114925592,1620.44244514194
21820,3909,-1485,16686,1576,16686.0406628547,1575.88965410155
21840,-22106,2101,16688,1532,16688.0510257515,1531.60992764443
21860,16720,-394,16685,1488,16684.6026533506,1488.35400265093
21880,6443,-1642,16686,1446,16686.482711831,1446.0930710594
21900,-22674,1768,16688,1404,16687.7439457898,1404.1447824453
21920,14716,46,16684,1363,16684.365965739,1363.0799971437
21940,8907,-1694,16687,1323,16686.9536787108,1323.03159239771
21960,-23008,1406,16687,1283,16687.4394064692,1283.17148771882
21980,12570,385,16684,1245,16684.269928546,1244.52382628828
22000,11283,-1656,16687,1207,16687.2698215194,1206.7917941079
22020,-23096,1053,16687,1169,16687.2230094638,1169.09103480279
22040,10270,668,16684,1133,16684.2548359935,1132.68387933607
22060,13539,-1555,16688,1097,16687.5039153202,1096.92258722004
22080,-22934,695,16687,1062,16686.8896543784,1061.70455139053
22100,7859,857,16684,1027,16684.2814699921,1027.40658303577
22120,15640,-1381,16688,994,16687.9262351786,993.575149957607
22140,-22506,376,16686,961,16686.416951804,960.621947046019
22160,5361,982,16684,929,16684.3608023592,928.630610649442
22180,17547,-1175,16688,897,16688.1055501597,896.926483169573
22200,-21839,95,16686,866,16685.9617249874,866.043245922854
22220,2848,1017,16685,836,16684.7742154738,836.009955241965
22240,19264,-950,16688,806,16688.4356160862,806.421059251733
22260,-20927,-148,16686,778,16685.7093616766,777.593233520204
22280,292,999,16685,750,16685.1357764161,749.612562362947
22300,20747,-712,16688,722,16688.3620866023,721.97009891717
22320,-19777,-335,16685,695,16685.3527018214,695.211312510785
22340,-2244,934,16685,669,16685.4536127193,668.899233312591
22360,21962,-496,16688,643,16688.2570920253,643.385988179068
22380,-18412,-457,16685,619,16685.16405437,618.580876705214
22400,-4739,839,16686,594,16685.9140309014,594.291701494177
22420,22929,-299,16688,571,16688.1760213681,570.573690190408
22440,-16827,-527,16685,547,16684.8397040679,547.446325895359
22460,-7152,720,16686,525,16686.2643803357,525.084474463172
22480,23613,-117,16688,503,16687.797248918,503.323384315908
22500,-15051,-554,16685,482,16684.6086771673,482.169239517733
22520,-9479,562,16687,461,16686.6348654561,461.340174747374
22540,23995,36,16688,441,16687.5840806929,441.359745614423
22560,-13089,-551,16685,422,16684.5448569988,421.82525111765
22580,-11671,441,16687,403,16687.0184665426,402.692863403771
22600,24078,137,16687,384,16687.2082674347,384.417730411954
22620,-10961,-507,16684,367,16684.4202591017,366.699809773991
22640,-13745,310,16687,349,16687.3600017389,349.120909462364
22660,23874,196,16687,333,16686.7748379131,332.517468261772
22680,-8712,-448,16685,316,16684.5744275767,316.073195466775
22700,-15637,187,16688,300,16687.5245165653,300.353818047357
22720,23362,243,16686,285,16686.2923080517,285.041752698179
22740,-6329,-376,16685,270,16684.6666159808,270.224748220405
22760,-17346,90,16688,256,16687.8628067639,255.879224897949
22780,22565,259,16686,242,16686.0565387308,242.016424457166
22800,-3862,-290,16685,229,16685.0161280009,228.650329421436
22820,-18845,19,16688,216,16687.9636141197,215.847070315239
22840,21492,251,16686,203,16685.5390702531,203.437490999424
22860,-1342,-225,16685,191,16685.2866362709,191.273733464063
22880,-20149,-33,16688,180,16687.8660859745,179.638428761472
22900,20168,229,16685,169,16685.1588902495,168.513570629573
22920,1219,-154,16685,158,16685.4489995739,157.770942083819
22940,-21232,-72,16688,147,16687.8039935077,147.391791942534
22960,18600,203,16685,137,16684.9050035735,137.426220440108
22980,3790,-99,16686,128,16686.0003502334,127.906106843922
23000,-22070,-96,16688,119,16687.733330817,118.702781525105
23020,16810,149,16684,110,16684.4310120118,109.997426505763
23040,6322,-46,16686,101,16686.3075758793,101.460611151493
23060,-22665,-92,16688,94,16687.5179028681,93.5955342066997
23080,14825,113,16684,86,16684.3409195326,85.5949579483037
23100,8797,-18,16687,78,16686.8492449995,78.4181935901198
23120,-23008,-82,16687,71,16687.2671312608,71.3303942683929
23140,12666,84,16684,64,16684.3353482449,64.4995779570737
23160,11176,2,16687,58,16687.265107539,58.1220912410623
23180,-23103,-78,16687,52,16687.0575962176,51.780828019554
23200,10375,49,16684,46,16684.0227482965,46.0480016616492
23220,13436,18,16687,41,16687.4418639627,40.5959481458356
23240,-22944,-52,16687,35,16686.7815451906,35.2908292188371
23260,7964,29,16684,30,16684.351917039,30.3255972027448
23280,15543,17,16688,26,16687.702532552,25.8977811474144
23300,-22534,-27,16686,21,16686.3130106139,21.3864986432738
23320,5492,14,16684,17,16684.4031395579,17.4302040068024
23340,17474,10,16688,14,16687.9560064319,13.5978531882104
23360,-21871,-10,16686,10,16686.1221466075,10.1131416862232
23380,2957,-8,16685,7,16684.6677317484,7.26006171418329
23400,19196,10,16688,5,16688.2161686064,5.3794267744691
23420,-20975,-1,16686,5,16685.6819420086,5.14662928223415
23440,400,2,16685,7,16685.0495540424,6.51273916907279
23460,20687,-2,16688,8,16688.3438045823,8.3553874835342
23480,-19838,3,16685,11,16685.3952490404,10.6494663158536
23500,-2127,1,16685,13,16685.2767010346,12.6342014735796
23520,21918,-17,16688,15,16688.2400605298,14.6219865351591
23540,-18479,21,16685,17,16685.1956603414,16.6172297396031
23560,-4616,14,16686,18,16685.7247787762,18.325100986676
23580,22891,-21,16688,20,16688.0536121374,19.9016073373327
23600,-16910,20,16685,21,16684.8485901087,21.3533733338406
23620,-7041,15,16686,23,16686.1982981085,22.7618551700262
23640,23576,-28,16688,24,16688.0773236101,24.0504180300858
23660,-15137,18,16685,25,16684.6921405067,25.2325802380325
23680,-9379,19,16686,26,16686.4195931708,26.0945780182996
23700,23977,-34,16688,27,16687.6219301491,26.9537092327986
23720,-13177,9,16685,28,16684.5255378405,27.787971979235
23740,-11580,37,16687,28,16686.7681754324,28.213281585319
23760,24081,-39,16687,29,16687.1865376253,28.8402328909308
23780,-11065,-15,16684,29,16684.3948770426,29.2503046525267
23800,-13651,40,16687,30,16687.1705680995,29.5309647803687
23820,23876,-30,16687,30,16686.9171365173,29.9190435997188
23840,-8803,-15,16684,30,16684.4429621951,30.197971462811
23860,-15558,38,16687,30,16687.3392298845,30.0955306781069
23880,23379,-25,16686,30,16686.4450212959,30.2343427002411
23900,-6431,-29,16685,30,16684.6105110962,30.1387133271416
23920,-17268,41,16688,30,16687.6469123551,30.0418978262027
23940,22614,-8,16686,30,16686.1209095115,29.9964760300064
23960,-3980,-34,16685,30,16684.9025478134,29.9392899712798
23980,-18797,42,16688,30,16687.8724778772,29.5721401763446
24000,21551,-8,16686,29,16685.6700760479,29.3663842085534
24020,-1455,-22,16685,29,16685.2285423953,28.97480047386
24040,-20100,37,16688,29,16687.8029583996,28.5593414897495
24060,20229,1,16685,28,16685.1937442147,28.1915185605529
24080,1104,-44,16685,28,16685.4628249888,27.953928509972
24100,-21187,29,16688,27,16687.7879797102,27.3235058989394
24120,18676,17,16685,27,16684.9117198041,26.7537417067688
24140,3670,-43,16686,26,16685.8657999706,26.4275431900603
24160,-22031,21,16688,26,16687.6536005776,25.8692532114623
24180,16895,22,16685,25,16684.6278978685,25.2291548393173
24200,6205,-33,16686,25,16686.2250360839,24.8053309463787
24220,-22633,13,16687,24,16687.4978169182,24.1348294013936
24240,14918,11,16684,24,16684.3681514695,23.7674021360534
24260,8687,-30,16687,23,16686.6287724937,23.1927902068321
24280,-23003,16,16688,23,16687.5002406074,22.6144819733257
24300,12771,27,16684,22,16684.3266424572,21.9461788388093
24320,11067,-31,16687,22,16686.7959344465,21.5512481965227
24340,-23106,3,16687,21,16686.9993101458,20.6713199094029
24360,10482,23,16684,20,16684.1641320858,20.2415527809596
24380,13333,-17,16687,20,16687.3776192259,19.7071516504003
24400,-22959,-1,16687,19,16686.7696685924,19.1798386577547
24420,8082,28,16684,19,16684.2337115611,18.782088427625
24440,15449,-11,16688,18,16687.5611976143,18.136391894131
24460,-22552,-7,16686,18,16686.3842497213,17.7611719353095
24480,5608,19,16684,17,16684.4767910333,17.1890553273551
24500,17384,-13,16688,17,16687.8332889236,16.7378103966738
24520,-21917,-4,16686,16,16686.0768237201,16.3301658413578
24540,3082,26,16685,16,16684.7203885938,15.7253962092375
24560,19122,-3,16688,16,16687.9617098756,15.5497955799465
24580,-21023,-19,16686,15,16685.6629869833,15.0090304848031
24600,531,12,16685,15,16684.9193038219,14.7501158628924
24620,20620,-7,16688,14,16688.0019505793,14.3216571415898
24640,-19894,-15,16685,14,16685.4357426505,14.098867903909
24660,-2007,16,16685,14,16685.2354716932,13.6751781723996
24680,21861,-3,16688,13,16687.9279763486,13.480454601014
24700,-18550,-11,16685,13,16685.0522512649,13.1610090115889
24720,-4517,13,16686,13,16685.6313488146,13.024906654536
24740,22844,5,16688,13,16688.097963735,12.8127762927527
24760,-16979,-28,16685,13,16684.8475264668,12.5308116351007
24780,-6931,10,16686,12,16685.9761449083,12.2507373821436
24800,23555,4,16688,12,16687.7155356662,12.1308177086811
24820,-15220,-23,16685,12,16684.6396576131,12.0793377463595
24840,-9276,4,16686,12,16686.3482204563,11.9492130036354
24860,23965,5,16687,12,16687.444835839,11.8476968192926
24880,-13273,-12,16685,12,16684.5016023552,11.8140499975136
24900,-11479,6,16687,12,16686.6561773723,11.7011325907474
24920,24089,18,16687,12,16687.1581648187,11.6940051248225
24940,-11169,-15,16684,12,16684.4373936193,11.6375205591924
24960,-13571,2,16687,12,16687.0475679905,11.5545158244515
24980,23894,14,16687,12,16686.934071923,11.6740187957597
25000,-8926,-12,16684,12,16684.4495389194,11.6684754922183
25020,-15465,-8,16687,12,16687.2103238552,11.7655627488393
25040,23420,21,16686,12,16686.4198050437,11.7187187499583
25060,-6544,-10,16685,12,16684.5961955041,11.9234414927591
25080,-17190,1,16687,12,16687.368478385,11.8897318159936
25100,22652,11,16686,12,16685.9526087273,11.9902914828519
25120,-4093,-7,16685,12,16685.0310507518,12.1523029421125
25140,-18721,-5,16688,12,16687.6489141808,12.3226481021735
25160,21612,25,16686,13,16685.5875829349,12.5072439947316
25180,-1583,-1,16685,12,16684.9735279435,12.4823703803605
25200,-20045,-13,16688,13,16687.51199745,12.8203577276777
25220,20298,21,16685,13,16685.1574178987,13.0329173094035
25240,993,-8,16685,13,16685.4286158823,12.9838767202827
25260,-21137,-11,16688,13,16687.8492870017,13.4109567058292
25280,18754,21,16685,14,16684.9848035012,13.632792353137
25300,3548,-1,16686,14,16685.6129499526,13.6840838345366
25320,-21980,-11,16688,14,16687.5890574856,13.9094887380207
25340,16988,23,16685,14,16684.5617389812,14.4042416577331
25360,6092,-3,16686,14,16686.0084454111,14.4970784368136
25380,-22610,-31,16687,15,16687.471803603,14.639007381287
25400,15011,7,16685,15,16684.5156049238,14.9325959523118
25420,8581,12,16686,15,16686.4860309703,15.323322068623
25440,-22994,-17,16687,15,16687.204732743,15.3931073505725
25460,12881,12,16684,16,16684.4606541922,15.7029539791682
25480,10957,9,16687,16,16686.8722737156,15.9828475565409
25500,-23108,-26,16687,16,16687.0547615726,16.2391039190514
25520,10589,1,16684,16,16684.0989490722,16.2068537778003
25540,13235,13,16687,17,16687.144247232,16.6701396121178
25560,-22973,-23,16687,17,16686.7819139155,16.9032821447678
25580,8200,1,16684,17,16684.2372824844,16.9609213064179
25600,15358,16,16687,17,16687.3229285725,17.2371937858044
25620,-22569,-13,16686,17,16686.3341572797,17.3371257056749
25640,5727,-4,16684,18,16684.3107370812,17.7702212062414
25660,17293,23,16688,18,16687.6687949899,17.7773364542119
25680,-21947,-30,16686,18,16686.1223935701,18.0913548177196
25700,3199,-12,16685,18,16684.5672600542,18.2652774774468
25720,19039,24,16688,18,16687.8415673508,18.4310634951568
25740,-21067,-5,16686,19,16685.8209776663,18.5338583746073
25760,654,-17,16685,19,16684.8740062004,18.6004255348668
25780,20560,18,16688,19,16687.8996740674,18.9209524444794
25800,-19952,-5,16685,19,16685.485596487,18.9785420565899
25820,-1890,-18,16685,19,16684.9440593364,19.0621349862594
25840,21815,29,16688,19,16688.1024521913,19.2513823570218
25860,-18611,-1,16685,19,16685.1022280096,19.2443807748197
25880,-4403,-26,16686,19,16685.5410493303,19.2308143028318
25900,22813,9,16688,19,16687.9056513342,19.2153706378514
25920,-17056,-2,16685,19,16684.9267798491,19.1199378002224
25940,-6817,-31,16686,19,16685.8054653598,19.1903372291565
25960,23532,15,16688,19,16687.7574388719,19.2556429432063
25980,-15317,-8,16685,19,16684.6326746585,19.1779546696852
26000,-9171,-36,16686,19,16686.1951548533,19.2470256935163
26020,23958,24,16687,19,16687.4081751555,19.1477027730319
26040,-13380,9,16685,19,16684.5286620511,18.914712723747
26060,-11376,-30,16686,19,16686.3755005458,18.8736935599196
26080,24080,9,16687,19,16687.1630319662,18.6984121046247
26100,-11272,20,16685,19,16684.5065732412,18.6495159014752
26120,-13456,-30,16687,18,16686.7511049917,18.4894131447567
26140,23908,6,16687,18,16686.8039231873,18.1183109963201
26160,-9024,31,16684,18,16684.4218234997,18.0197848623222
26180,-15376,-25,16687,18,16686.9782257423,17.8835684773586
26200,23448,-3,16686,18,16686.48478047,17.5971078056878
26220,-6666,21,16685,17,16684.6793890878,17.2998741189423
26240,-17121,-15,16687,17,16687.3020343112,17.1509412323712
26260,22691,-1,16686,17,16686.1132544559,16.687434164196
26280,-4209,25,16685,17,16684.8128971701,16.5876136252702
26300,-18653,-12,16688,16,16687.5366993832,16.0944629696443
26320,21662,-15,16686,16,16685.7179113615,15.8555568063889
26340,-1681,23,16685,16,16685.0270753562,15.616560220644
26360,-19990,-10,16688,15,16687.697429551,15.0178523322037
26380,20364,-14,16685,15,16685.3182122559,14.5728319705068
26400,861,8,16685,14,16685.2013114676,14.2409510742787
26420,-21096,-7,16688,14,16687.562749743,13.8349206465695
26440,18825,-21,16685,13,16684.9410702678,13.3707279976634
26460,3433,5,16686,13,16685.577390716,12.9627339208643
26480,-21957,-4,16688,12,16687.512381974,12.4266893186349
26500,17073,-15,16685,12,16684.6903139542,11.8936941669735
26520,5963,24,16686,12,16685.9508467792,11.5283702366163
26540,-22590,4,16687,11,16687.3219591977,11.0117125144094
26560,15099,-16,16684,10,16684.4319694385,10.4827914228809
26580,8453,5,16686,10,16686.1031586934,10.0254924091974
26600,-22970,2,16687,10,16687.3103456349,9.53062241786312
26620,12974,-14,16684,9,16684.3732206917,8.93173437279961
26640,10852,0,16687,8,16686.7995481651,8.35135421279088
26660,-23097,3,16687,8,16687.1903512499,8.12046147280128
26680,10707,-10,16684,7,16684.2545977318,7.37870669562085
26700,13131,3,16687,7,16686.8444065465,7.11181276886386
26720,-22979,0,16687,7,16686.6244666592,6.55440348758947
26740,8319,-10,16684,6,16684.386235656,6.15063592367692
26760,15262,1,16687,6,16687.3373962115,5.70475148039991
26780,-22605,10,16686,5,16686.3444784856,5.44396167785924
26800,5835,2,16684,5,16684.4869913214,5.28531648177287
26820,17218,6,16688,5,16687.5570141963,5.13425707411744
26840,-21978,2,16686,5,16686.00366971,5.05970215897142
26860,3301,3,16685,5,16684.6516868022,5.10746332738915
26880,18964,-2,16688,5,16687.6832225282,5.22585594065699
26900,-21113,-2,16686,5,16685.7633222895,5.29892567236511
26920,775,4,16685,6,16684.7823346219,5.73797145394172
26940,20489,4,16688,6,16687.7968770628,6.19235131785576
26960,-20009,0,16686,6,16685.5495716593,6.49887309943039
26980,-1774,8,16685,7,16685.1525691075,6.95607381290804
27000,21770,-2,16688,7,16687.7148794247,7.3954628721771
27020,-18694,-14,16685,8,16685.1096439919,7.89436792415169
27040,-4271,0,16685,9,16685.3675155627,8.821125543794
27060,22773,4,16688,9,16687.749801267,9.21326637755308
27080,-17139,-10,16685,10,16685.0790211755,9.82212406222554
27100,-6713,1,16686,10,16685.6214226943,10.2827815158704
27120,23499,12,16688,11,16687.5855723754,10.8360473363215
27140,-15390,-11,16685,12,16684.7807745378,11.5841119810983
27160,-9055,-13,16686,12,16685.9585372371,12.3127974266107
27180,23948,17,16687,13,16687.4525487241,12.6630672226114
27200,-13462,-8,16685,13,16684.5514400263,13.2857988533575
27220,-11286,-13,16686,14,16686.4810204313,13.9768834682262
27240,24081,24,16687,15,16687.0619156199,14.5866132844254
27260,-11367,-6,16685,15,16684.6319771633,15.1519887695271
27280,-13376,-8,16687,16,16686.7814956435,15.6932882747689
27300,23931,17,16687,16,16686.6570833974,16.1898677081145
27320,-9136,-14,16684,17,16684.4672646821,16.8165509757129
27340,-15292,-18,16687,17,16686.8875780793,17.3437148085229
27360,23475,31,16686,18,16686.2869860365,17.7509008904302
27380,-6783,-9,16685,19,16684.6075664586,18.5533371219135
27400,-17039,-21,16687,19,16687.2668869632,18.7519400038036
27420,22735,24,16686,19,16686.1304851699,19.2580074153422
27440,-4316,3,16685,20,16684.736599239,19.8901769882774
27460,-18593,-26,16688,20,16687.5199130777,20.1182721188196
27480,21714,23,16686,21,16685.5218598592,20.6995928590697
27500,-1795,4,16685,21,16685.0451394042,21.0989461192674
27520,-19933,-32,16687,22,16687.4984915218,21.5057053204057
27540,20418,21,16685,22,16685.2044588826,21.847622376717
27560,740,10,16685,22,16685.1674069062,22.162116862523
27580,-21051,-28,16688,22,16687.6298309556,22.4548048693092
27600,18905,10,16685,23,16685.0186768278,22.8187170466757
27620,3309,25,16685,23,16685.4401980451,23.1007315647822
27640,-21913,-41,16688,23,16687.5091524802,23.2338916392223
27660,17156,5,16685,24,16684.743735536,23.5516750250248
27680,5862,20,16686,24,16685.9284036841,23.7880297908029
27700,-22575,-34,16687,24,16687.4202789309,24.1548906069635
27720,15202,2,16685,24,16684.5031546735,24.2203578095344
27740,8340,29,16686,24,16686.0930206475,24.2973874544029
27760,-22964,-36,16687,25,16687.1358642095,24.5957948641633
27780,13079,-10,16684,25,16684.3391831683,24.544368506658
27800,10743,23,16686,25,16686.2855942569,24.7845255165017
27820,-23099,-23,16687,25,16686.9349142604,24.7141865256577
27840,10811,-12,16684,25,16684.3283934631,24.6335744113852
27860,13022,34,16687,25,16686.8660021038,24.7449637789566
27880,-22987,-14,16687,25,16686.8303242121,24.8084113838558
27900,8431,-24,16684,25,16684.4147016613,24.6842116085237
27920,15173,35,16687,25,16687.1480523952,24.5164117145918
27940,-22629,-29,16686,25,16686.4483469608,24.6288167251545
27960,5952,-23,16684,24,16684.3405323455,24.4908754134193
27980,17131,26,16687,24,16687.4008653934,24.3620207831909
28000,-22022,-13,16686,24,16686.1978993253,24.1055874374205
28020,3425,-31,16684,24,16684.3923230721,24.0243813330854
28040,18884,30,16687,24,16687.4775533118,23.8022708098014
28060,-21155,2,16686,23,16685.6399938216,23.4534008561392
28080,878,-28,16685,23,16684.718588961,23.319070580415
28100,20431,32,16688,23,16687.6617017125,23.0402267953519
28120,-20066,2,16685,23,16685.3841006487,22.7093128611369
28140,-1662,-29,16685,22,16685.102886739,22.3355972888571
28160,21710,25,16688,22,16687.7182254063,22.0989595608453
28180,-18742,8,16685,22,16685.1268975883,21.5363575672774
28200,-4153,-34,16685,21,16685.3856861069,21.1698799798056
28220,22726,10,16688,21,16687.5497178201,21.0097807859072
28240,-17214,22,16685,20,16684.894821012,20.3795467990428
28260,-6601,-38,16686,20,16685.7263212287,19.838102050568
28280,23486,2,16688,19,16687.6440132772,19.4591418907669
28300,-15477,26,16685,19,16684.8078467599,19.1645832200964
28320,-8947,-23,16686,19,16686.0500820249,18.6170940644949
28340,23936,10,16687,18,16687.2587480074,18.0637569848094
28360,-13569,20,16685,17,16684.6047980859,17.4045106850925
28380,-11191,-21,16686,17,16686.1276362701,17.0073872391712
28400,24081,5,16687,16,16686.965973343,16.2732105871122
28420,-11473,23,16685,16,16684.6370197251,15.8523383404271
28440,-13271,-21,16686,15,16686.4059617452,15.2030045601601
28460,23941,-4,16687,15,16686.8621316526,14.5669001533657
28480,-9233,21,16685,14,16684.5679246212,14.0714034314723
28500,-15204,-10,16687,13,16686.8899923399,13.3414078740776
28520,23508,-14,16687,13,16686.502992886,12.8489857789195
28540,-6884,19,16685,12,16684.5896329143,12.177189148029
28560,-16961,-3,16687,12,16687.1148590855,11.6635993921795
28580,22771,7,16686,11,16686.0387525094,10.773332690752
28600,-4445,9,16685,10,16684.6414898559,10.2387156825514
28620,-18530,-3,16687,10,16687.3790271906,9.53831705215863
28640,21768,-10,16686,9,16685.6113596217,9.13569578630987
28660,-1929,12,16685,8,16684.91548951,8.49467031897795
28680,-19874,4,16687,8,16687.3460266553,7.73260712118655
28700,20495,-4,16685,7,16685.3495632355,7.23150591055383
28720,629,-2,16685,7,16685.2653521551,6.67986567744816
28740,-21003,0,16687,6,16687.443836377,6.26083045984117
28760,18978,-5,16685,6,16685.1679764936,5.72992419234321
28780,3191,17,16685,5,16685.4696332784,5.41207237052037
28800,-21891,-8,16687,5,16687.3249501367,5.2328122667214
28820,17243,0,16685,5,16684.7950575897,5.17612174587548
28840,5738,-1,16686,5,16685.8753661917,5.05890593872578
28860,-22549,0,16687,5,16687.2600696922,5.06457326373605
28880,15306,7,16685,5,16684.637576132,5.32088033863993
28900,8229,6,16686,6,16686.0274536829,5.54546637043495
28920,-22953,-4,16687,6,16687.104383463,5.89476810533078
28940,13191,7,16684,6,16684.2555703723,6.33679960996677
28960,10639,1,16686,7,16686.340261323,6.80488034313426
28980,-23106,-16,16687,7,16686.842980475,7.46577477350811
29000,10921,1,16684,8,16684.2257348106,7.93025321257934
29020,12919,1,16687,9,16686.5882662846,8.56807243400609
29040,-22999,5,16687,9,16686.5917665705,9.1659504928567
29060,8543,10,16684,10,16684.2971384152,9.68695815016897
29080,15071,12,16687,10,16686.8674796294,10.4589156233151
29100,-22647,-17,16686,11,16686.41400472,10.9909186589998
29120,6070,13,16684,12,16684.3090246313,11.6329567863785
29140,17046,2,16687,12,16687.2306473683,12.281597879933
29160,-22057,-23,16686,13,16686.1196004072,12.9320546360343
