frequency_hz,direct_i_int16,direct_q_int16,filtered_i_int16,filtered_q_int16,direct_iq_magnitude,filtered_iq_magnitude
56400,4265,-10997,2,-2,11795.0936410018,2.82842712474619
56420,4267,-10997,2,-3,11795.8169704349,3.60555127546399
56440,4266,-10995,2,-3,11793.5906745995,3.60555127546399
56460,4265,-10997,2,-3,11795.0936410018,3.60555127546399
56480,4268,-10997,2,-3,11796.1787456786,3.60555127546399
56500,4266,-10995,2,-4,11793.5906745995,4.47213595499958
56520,4265,-10998,2,-4,11796.0259833556,4.47213595499958
56540,4268,-10997,2,-4,11796.1787456786,4.47213595499958
56560,4266,-10995,2,-4,11793.5906745995,4.47213595499958
56580,4266,-10998,2,-4,11796.3875826458,4.47213595499958
56600,4268,-10997,2,-5,11796.1787456786,5.3851648071345
56620,4266,-10995,2,-5,11793.5906745995,5.3851648071345
56640,4266,-10998,2,-5,11796.3875826458,5.3851648071345
56660,4268,-10996,2,-5,11795.2465001796,5.3851648071345
56680,4265,-10996,2,-5,11794.1613097329,5.3851648071345
56700,4266,-10998,2,-6,11796.3875826458,6.32455532033676
56720,4268,-10996,1,-6,11795.2465001796,6.08276253029822
56740,4265,-10996,1,-6,11794.1613097329,6.08276253029822
56760,4266,-10998,1,-6,11796.3875826458,6.08276253029822
56780,4267,-10996,1,-6,11794.8846963419,6.08276253029822
56800,4265,-10996,1,-6,11794.1613097329,6.08276253029822
56820,4267,-10998,1,-6,11796.7492556212,6.08276253029822
56840,4267,-10995,0,-7,11793.9524333448,7
56860,4265,-10997,0,-6,11795.0936410018,6
56880,4267,-10998,0,-7,11796.7492556212,7
56900,4267,-10995,0,-7,11793.9524333448,7
56920,4265,-10997,-1,-7,11795.0936410018,7.07106781186548
56940,4267,-10998,-1,-7,11796.7492556212,7.07106781186548
56960,4267,-10995,-1,-7,11793.9524333448,7.07106781186548
56980,4265,-10997,-1,-7,11795.0936410018,7.07106781186548
57000,4268,-10997,-1,-7,11796.1787456786,7.07106781186548
57020,4266,-10995,-2,-7,11793.5906745995,7.28010988928052
57040,4265,-10997,-2,-7,11795.0936410018,7.28010988928052
57060,4268,-10997,-2,-7,11796.1787456786,7.28010988928052
57080,4266,-10995,-2,-6,11793.5906745995,6.32455532033676
57100,4265,-10998,-2,-6,11796.0259833556,6.32455532033676
57120,4268,-10997,-3,-6,11796.1787456786,6.70820393249937
57140,4266,-10995,-3,-6,11793.5906745995,6.70820393249937
57160,4265,-10998,-3,-6,11796.0259833556,6.70820393249937
57180,4268,-10997,-3,-6,11796.1787456786,6.70820393249937
57200,4265,-10995,-3,-6,11793.2289895516,6.70820393249937
57220,4266,-10998,-3,-6,11796.3875826458,6.70820393249937
57240,4268,-10996,-4,-5,11795.2465001796,6.40312423743285
57260,4265,-10996,-4,-5,11794.1613097329,6.40312423743285
57280,4266,-10998,-4,-5,11796.3875826458,6.40312423743285
57300,4268,-10996,-4,-5,11795.2465001796,6.40312423743285
57320,4265,-10996,-4,-5,11794.1613097329,6.40312423743285
57340,4266,-10998,-4,-4,11796.3875826458,5.65685424949238
57360,4268,-10996,-4,-4,11795.2465001796,5.65685424949238
57380,4265,-10996,-4,-4,11794.1613097329,5.65685424949238
57400,4267,-10998,-4,-4,11796.7492556212,5.65685424949238
57420,4267,-10995,-4,-4,11793.9524333448,5.65685424949238
57440,4265,-10996,-4,-3,11794.1613097329,5
57460,4267,-10998,-4,-3,11796.7492556212,5
57480,4267,-10995,-4,-3,11793.9524333448,5
57500,4265,-10997,-4,-3,11795.0936410018,5
57520,4267,-10998,-4,-3,11796.7492556212,5
57540,4267,-10995,-4,-2,11793.9524333448,4.47213595499958
57560,4265,-10997,-4,-2,11795.0936410018,4.47213595499958
57580,4267,-10998,-4,-2,11796.7492556212,4.47213595499958
57600,4267,-10995,-4,-2,11793.9524333448,4.47213595499958
57620,4265,-10997,-4,-1,11795.0936410018,4.12310562561766
57640,4268,-10997,-4,-1,11796.1787456786,4.12310562561766
57660,4266,-10995,-4,-1,11793.5906745995,4.12310562561766
57680,4265,-10997,-3,-1,11795.0936410018,3.16227766016838
57700,4268,-10997,-3,-1,11796.1787456786,3.16227766016838
57720,4266,-10995,-3,-1,11793.5906745995,3.16227766016838
57740,4266,-10998,-3,-1,11796.3875826458,3.16227766016838
57760,4268,-10997,-3,0,11796.1787456786,3
57780,4266,-10995,-3,0,11793.5906745995,3
57800,4266,-10998,-3,0,11796.3875826458,3
57820,4268,-10996,-2,0,11795.2465001796,2
57840,4265,-10996,-2,0,11794.1613097329,2
57860,4266,-10998,-2,0,11796.3875826458,2
57880,4268,-10996,-2,0,11795.2465001796,2
57900,4265,-10996,-2,0,11794.1613097329,2
57920,4266,-10998,-1,0,11796.3875826458,1
57940,4268,-10996,-1,0,11795.2465001796,1
57960,4265,-10996,-1,0,11794.1613097329,1
57980,4267,-10998,-1,0,11796.7492556212,1
58000,4267,-10996,0,0,11794.8846963419,0
58020,4265,-10996,0,0,11794.1613097329,0
58040,4267,-10998,0,0,11796.7492556212,0
58060,4267,-10995,0,0,11793.9524333448,0
58080,4265,-10997,0,0,11795.0936410018,0
58100,4267,-10998,1,0,11796.7492556212,1
58120,4267,-10995,1,0,11793.9524333448,1
58140,4265,-10997,1,-1,11795.0936410018,1.4142135623731
58160,4267,-10998,1,-1,11796.7492556212,1.4142135623731
58180,4266,-10995,1,-1,11793.5906745995,1.4142135623731
58200,4265,-10997,2,-1,11795.0936410018,2.23606797749979
58220,4268,-10997,2,-1,11796.1787456786,2.23606797749979
58240,4266,-10995,2,-1,11793.5906745995,2.23606797749979
58260,4265,-10998,2,-1,11796.0259833556,2.23606797749979
58280,4268,-10997,2,-2,11796.1787456786,2.82842712474619
58300,4266,-10995,2,-2,11793.5906745995,2.82842712474619
58320,4265,-10998,2,-2,11796.0259833556,2.82842712474619
58340,4268,-10997,2,-2,11796.1787456786,2.82842712474619
58360,4266,-10995,2,-2,11793.5906745995,2.82842712474619
58380,4266,-10998,2,-3,11796.3875826458,3.60555127546399
58400,4268,-10996,2,-3,11795.2465001796,3.60555127546399
58420,4265,-10996,2,-3,11794.1613097329,3.60555127546399
58440,4266,-10998,2,-3,11796.3875826458,3.60555127546399
58460,4268,-10996,2,-3,11795.2465001796,3.60555127546399
58480,4265,-10996,2,-4,11794.1613097329,4.47213595499958
58500,4266,-10998,2,-4,11796.3875826458,4.47213595499958
58520,4267,-10996,2,-4,11794.8846963419,4.47213595499958
58540,4265,-10996,2,-4,11794.1613097329,4.47213595499958
58560,4267,-10998,2,-4,11796.7492556212,4.47213595499958
58580,4267,-10996,2,-5,11794.8846963419,5.3851648071345
58600,4265,-10996,2,-5,11794.1613097329,5.3851648071345
58620,4267,-10998,2,-5,11796.7492556212,5.3851648071345
58640,4267,-10995,2,-5,11793.9524333448,5.3851648071345
58660,4265,-10997,2,-5,11795.0936410018,5.3851648071345
58680,4267,-10998,1,-6,11796.7492556212,6.08276253029822
58700,4267,-10995,1,-6,11793.9524333448,6.08276253029822
58720,4265,-10997,1,-6,11795.0936410018,6.08276253029822
58740,4267,-10998,1,-6,11796.7492556212,6.08276253029822
58760,4267,-10995,1,-6,11793.9524333448,6.08276253029822
58780,4265,-10997,0,-6,11795.0936410018,6
58800,4268,-10997,0,-6,11796.1787456786,6
58820,4266,-10995,0,-6,11793.5906745995,6
58840,4265,-10997,0,-6,11795.0936410018,6
58860,4268,-10997,0,-6,11796.1787456786,6
58880,4266,-10995,-1,-6,11793.5906745995,6.08276253029822
58900,4265,-10998,-1,-7,11796.0259833556,7.07106781186548
58920,4268,-10997,-1,-6,11796.1787456786,6.08276253029822
58940,4266,-10995,-1,-6,11793.5906745995,6.08276253029822
58960,4266,-10998,-1,-6,11796.3875826458,6.08276253029822
58980,4268,-10996,-2,-6,11795.2465001796,6.32455532033676
59000,4265,-10996,-2,-6,11794.1613097329,6.32455532033676
59020,4266,-10998,-2,-6,11796.3875826458,6.32455532033676
59040,4268,-10996,-2,-6,11795.2465001796,6.32455532033676
59060,4265,-10996,-2,-6,11794.1613097329,6.32455532033676
59080,4266,-10998,-3,-6,11796.3875826458,6.70820393249937
59100,4267,-10996,-3,-6,11794.8846963419,6.70820393249937
59120,4265,-10996,-3,-6,11794.1613097329,6.70820393249937
59140,4267,-10998,-3,-6,11796.7492556212,6.70820393249937
59160,4267,-10996,-3,-6,11794.8846963419,6.70820393249937
59180,4265,-10996,-3,-5,11794.1613097329,5.8309518948453
59200,4267,-10998,-4,-5,11796.7492556212,6.40312423743285
59220,4267,-10995,-4,-5,11793.9524333448,6.40312423743285
59240,4265,-10997,-4,-5,11795.0936410018,6.40312423743285
59260,4267,-10998,-4,-5,11796.7492556212,6.40312423743285
59280,4267,-10995,-4,-4,11793.9524333448,5.65685424949238
59300,4265,-10997,-4,-4,11795.0936410018,5.65685424949238
59320,4267,-10998,-4,-4,11796.7492556212,5.65685424949238
59340,4266,-10995,-4,-4,11793.5906745995,5.65685424949238
59360,4265,-10997,-4,-4,11795.0936410018,5.65685424949238
59380,4267,-10997,-4,-3,11795.8169704349,5
59400,4266,-10995,-4,-3,11793.5906745995,5
59420,4265,-10997,-4,-3,11795.0936410018,5
59440,4268,-10997,-4,-3,11796.1787456786,5
59460,4266,-10995,-4,-3,11793.5906745995,5
59480,4265,-10998,-4,-2,11796.0259833556,4.47213595499958
59500,4268,-10997,-4,-2,11796.1787456786,4.47213595499958
59520,4266,-10995,-4,-2,11793.5906745995,4.47213595499958
59540,4266,-10998,-4,-2,11796.3875826458,4.47213595499958
59560,4268,-10996,-4,-2,11795.2465001796,4.47213595499958
59580,4265,-10995,-4,-1,11793.2289895516,4.12310562561766
59600,4266,-10998,-4,-1,11796.3875826458,4.12310562561766
59620,4268,-10996,-3,-1,11795.2465001796,3.16227766016838
59640,4265,-10996,-3,-1,11794.1613097329,3.16227766016838
59660,4266,-10998,-3,-1,11796.3875826458,3.16227766016838
59680,4267,-10996,-3,0,11794.8846963419,3
59700,4265,-10996,-3,-1,11794.1613097329,3.16227766016838
59720,4266,-10998,-3,0,11796.3875826458,3
59740,4267,-10996,-2,0,11794.8846963419,2
59760,4265,-10996,-2,0,11794.1613097329,2
59780,4267,-10998,-2,0,11796.7492556212,2
59800,4267,-10995,-2,0,11793.9524333448,2
59820,4265,-10997,-2,0,11795.0936410018,2
59840,4267,-10998,-1,0,11796.7492556212,1
59860,4267,-10995,-1,0,11793.9524333448,1
59880,4265,-10997,-1,0,11795.0936410018,1
59900,4267,-10998,-1,0,11796.7492556212,1
59920,4266,-10995,-1,0,11793.5906745995,1
59940,4265,-10997,0,0,11795.0936410018,0
59960,4267,-10997,0,0,11795.8169704349,0
59980,4266,-10995,0,0,11793.5906745995,0
60000,4265,-10997,0,0,11795.0936410018,0
