frequency_hz,direct_i_int16,direct_q_int16,filtered_i_int16,filtered_q_int16,direct_iq_magnitude,filtered_iq_magnitude
8720,4272,-11005,-10452,-5455,11805.0840318907,11789.8824845713
8740,4278,-10996,-10632,-5109,11798.8685898267,11795.8172671503
8760,4267,-10996,-10793,-4776,11794.8846963419,11802.5007943232
8780,4274,-11005,-10932,-4420,11805.8079350801,11791.7354108715
8800,4277,-10994,-11079,-4062,11796.6421069726,11800.1730919508
8820,4266,-10998,-11202,-3715,11796.3875826458,11801.9502201967
8840,4275,-11005,-11309,-3344,11806.169997082,11793.0410412243
8860,4276,-10994,-11423,-2978,11796.2795829872,11804.8046574266
8880,4266,-10999,-11508,-2618,11797.3199075044,11802.0332146626
8900,4276,-11004,-11583,-2236,11805.6000271058,11796.8464006276
8920,4274,-10993,-11660,-1866,11794.6227154581,11808.3680498196
8940,4266,-11000,-11706,-1497,11798.2522434469,11801.3323400369
8960,4277,-11003,-11749,-1108,11805.0301990296,11801.1298187928
8980,4273,-10993,-11788,-736,11794.2603837629,11810.9542374865
9000,4266,-11002,-11796,-360,11800.116948573,11801.4921090513
9020,4278,-11002,-11805,30,11804.4605128739,11805.0381193794
9040,4272,-10992,-11806,400,11792.9660391269,11812.7742719481
9060,4267,-11003,-11776,780,11801.4108478605,11801.8039299083
9080,4278,-11001,-11753,1167,11803.5284978688,11810.7958241602
9100,4270,-10993,-11714,1534,11793.1738306531,11814.0150668602
9120,4268,-11004,-11648,1913,11802.704774754,11804.0447728734
9140,4279,-11000,-11590,2294,11802.958993405,11814.8438838607
9160,4269,-10993,-11512,2654,11792.8117936309,11813.9688504753
9180,4269,-11005,-11411,3029,11803.9987292443,11806.1747403636
9200,4278,-10998,-11320,3398,11800.7325196362,11819.0018191047
9220,4268,-10994,-11202,3749,11793.3820424847,11812.6967708479
9240,4270,-11005,-11069,4116,11804.3604231657,11809.4968986829
9260,4278,-10997,-10943,4471,11799.8005491618,11821.1289646971
9280,4267,-10995,-10789,4811,11793.9524333448,11813.0538811943
9300,4271,-11005,-10624,5166,11804.7221907167,11813.4216889096
9320,4278,-10996,-10464,5502,11798.8685898267,11822.3221069298
9340,4266,-10996,-10274,5829,11794.5229661907,11812.3798194945
9360,4273,-11005,-10081,6167,11805.4459466807,11817.7176307441
9380,4277,-10995,-9887,6482,11797.5740726643,11822.3979378128
9400,4266,-10997,-9664,6793,11795.4552688737,11812.6095762113
9420,4274,-11005,-9444,7110,11805.8079350801,11821.2197340207
9440,4276,-10994,-9218,7402,11796.2795829872,11822.0610724188
9460,4266,-10998,-8965,7694,11796.3875826458,11813.9265699428
9480,4275,-11004,-8719,7987,11805.2378629149,11824.2602305599
9500,4275,-10993,-8462,8254,11794.9851208045,11820.9119783543
9520,4266,-11000,-8182,8524,11798.2522434469,11815.4009665352
9540,4276,-11003,-7912,8789,11804.6679326443,11825.6612922914
9560,4273,-10993,-7626,9029,11794.2603837629,11818.5750833169
9580,4266,-11001,-7323,9275,11799.1845904706,11817.4427859838
9600,4277,-11002,-7032,9509,11804.0981442887,11826.6692267942
9620,4272,-10993,-6720,9720,11793.8981257259,11816.8015977252
9640,4267,-11002,-6397,9939,11800.4785072471,11819.7009268424
9660,4277,-11001,-6085,10140,11803.1661006698,11825.6849695906
9680,4271,-10993,-5750,10322,11793.5359413536,11815.5060831096
9700,4268,-11003,-5411,10511,11801.7724516278,11822.0151412524
9720,4278,-11000,-5081,10677,11802.5964939923,11824.3346535862
9740,4269,-10993,-4727,10827,11792.8117936309,11813.9095137892
9760,4269,-11003,-4376,10985,11802.1341290463,11824.5338597342
9780,4278,-10999,-4029,11114,11801.6645012473,11821.7527042313
9800,4268,-10994,-3660,11233,11793.3820424847,11814.224011758
9820,4270,-11004,-3299,11355,11803.4281460938,11824.526459863
9840,4277,-10997,-2940,11447,11799.438037466,11818.5197465672
9860,4267,-10995,-2559,11535,11793.9524333448,11815.4435380141
9880,4271,-11004,-2192,11620,11803.7899422177,11824.9424522913
9900,4277,-10996,-1822,11675,11798.5060494963,11816.3153732456
9920,4267,-10996,-1435,11729,11794.8846963419,11816.4574217487
9940,4272,-11004,-1064,11776,11804.1518119685,11823.9702300031
9960,4276,-10995,-686,11793,11797.2115773178,11812.9354946178
9980,4266,-10997,-297,11814,11795.4552688737,11817.7326505553
10000,4274,-11004,73,11822,11804.8757723239,11822.2253827272
10020,4275,-10994,456,11803,11795.9171326353,11811.8053234889
10040,4266,-10998,842,11789,11796.3875826458,11819.0306286091
10060,4275,-11003,1211,11757,11804.3057398561,11819.2034418568
10080,4274,-10993,1593,11703,11794.6227154581,11810.9211325789
10100,4266,-11000,1973,11654,11798.2522434469,11819.8326976316
10120,4276,-11002,2337,11582,11803.7358492979,11815.4260608748
10140,4272,-10993,2717,11494,11793.8981257259,11810.763099817
10160,4266,-11001,3086,11410,11799.1845904706,11819.9617596674
10180,4276,-11002,3443,11300,11803.7358492979,11812.884872037
10200,4271,-10993,3814,11178,11793.5359413536,11810.7696616266
10220,4267,-11002,4169,11060,11800.4785072471,11819.6514754032
10240,4277,-11001,4516,10912,11803.1661006698,11809.572388533
10260,4270,-10993,4875,10759,11793.1738306531,11811.9306635283
10280,4267,-11003,5214,10605,11801.4108478605,11817.4371587075
10300,4277,-10999,5549,10422,11801.3020468082,11807.1793837478
10320,4269,-10993,5891,10240,11792.8117936309,11813.6142225824
10340,4268,-11004,6210,10052,11802.704774754,11815.5323197899
10360,4277,-10998,6529,9837,11800.3700365709,11806.540983709
10380,4268,-10994,6851,9626,11793.3820424847,11815.0783746872
10400,4269,-11004,7148,9405,11803.0664236037,11813.0406331308
10420,4277,-10997,7449,9159,11799.438037466,11805.7139555386
10440,4267,-10995,7747,8922,11793.9524333448,11816.0100287703
10460,4271,-11004,8020,8669,11803.7899422177,11809.8247658464
10480,4276,-10996,8300,8398,11798.1435827845,11807.472379811
10500,4266,-10996,8570,8135,11794.5229661907,11816.2229582892
10520,4272,-11004,8817,7853,11804.1518119685,11807.1629954024
10540,4276,-10995,9073,7558,11797.2115773178,11808.5855630554
10560,4266,-10997,9313,7272,11795.4552688737,11815.8348414321
10580,4273,-11004,9533,6964,11804.5137553395,11805.735258763
10600,4275,-10994,9761,6649,11795.9171326353,11810.432760911
10620,4266,-10998,9968,6341,11796.3875826458,11813.9453613092
10640,4274,-11004,10160,6010,11804.8757723239,11804.4779638915
10660,4274,-10994,10358,5678,11795.5547559239,11812.190652034
10680,4266,-10999,10531,5350,11797.3199075044,11812.04728233
10700,4275,-11003,10693,5000,11804.3057398561,11804.2470746761
10720,4273,-10993,10858,4655,11794.2603837629,11813.7711591177
10740,4266,-11000,10995,4310,11798.2522434469,11809.5776808487
10760,4275,-11002,11127,3944,11803.3736279083,11805.306645742
10780,4272,-10993,11256,3589,11793.8981257259,11814.3326938088
10800,4267,-11001,11357,3229,11799.5461777138,11807.1118399039
10820,4276,-11001,11457,2852,11802.8037770692,11806.6402079508
10840,4271,-10993,11549,2489,11793.5359413536,11814.1661576262
10860,4267,-11002,11614,2118,11800.4785072471,11805.5461542446
10880,4276,-11000,11680,1735,11801.871715961,11808.1592553624
10900,4269,-10994,11734,1367,11793.743977211,11813.3587518538
10920,4268,-11003,11763,987,11801.7724516278,11804.3355594459
10940,4276,-10998,11795,601,11800.0076271162,11810.3016896267
10960,4268,-10994,11810,231,11793.3820424847,11812.258928757
10980,4269,-11003,11802,-153,11802.1341290463,11802.9916970233
11000,4276,-10997,11800,-537,11799.0755993849,11812.212705501
11020,4267,-10995,11775,-906,11793.9524333448,11809.8035970121
11040,4270,-11003,11733,-1291,11802.4958801094,11803.8116725065
11060,4276,-10996,11694,-1669,11798.1435827845,11812.5017248676
11080,4267,-10996,11630,-2036,11794.8846963419,11806.8707115815
11100,4271,-11003,11554,-2417,11802.8577048103,11804.1011940766
11120,4275,-10995,11480,-2786,11796.8491556008,11813.2212372409
11140,4266,-10997,11378,-3147,11795.4552688737,11805.1892403299
11160,4273,-11003,11269,-3520,11803.5815750983,11805.9629425134
11180,4274,-10994,11158,-3876,11795.5547559239,11812.0421604395
11200,4266,-10998,11019,-4228,11796.3875826458,11802.3025295914
11220,4274,-11003,10879,-4589,11803.9436206719,11807.2673383811
11240,4273,-10994,10732,-4930,11795.1924528598,11810.1957646772
11260,4266,-10999,10559,-5270,11797.3199075044,11801.0754170965
11280,4274,-11002,10388,-5615,11803.0114801266,11808.4194115893
11300,4272,-10993,10206,-5938,11793.8981257259,11807.7212026707
11320,4266,-11000,10000,-6264,11798.2522434469,11799.9023724775
11340,4275,-11001,9800,-6589,11802.441527074,11809.1033105821
11360,4271,-10993,9584,-6891,11793.5359413536,11804.191501327
11380,4266,-11001,9350,-7199,11799.1845904706,11800.3432577192
11400,4276,-11000,9121,-7500,11801.871715961,11808.5833612673
11420,4270,-10993,8874,-7780,11793.1738306531,11801.5370185413
11440,4267,-11002,8612,-8067,11800.4785072471,11800.1285162493
11460,4276,-10999,8357,-8341,11800.9396659758,11807.2744526415
11480,4269,-10994,8081,-8597,11793.743977211,11798.7698511328
11500,4268,-11003,7796,-8860,11801.7724516278,11801.5768437951
11520,4276,-10998,7515,-9104,11800.0076271162,11805.0006776789
11540,4268,-10994,7212,-9334,11793.3820424847,11795.6135915009
11560,4269,-11003,6907,-9569,11802.1341290463,11801.3732251802
11580,4276,-10997,6603,-9782,11799.0755993849,11801.9969920349
11600,4267,-10995,6278,-9985,11793.9524333448,11794.6389940515
11620,4270,-11004,5954,-10190,11803.4281460938,11801.9581426135
11640,4275,-10996,5630,-10369,11797.7811896983,11798.8584617326
11660,4266,-10996,5285,-10543,11794.5229661907,11793.4759083147
11680,4271,-11004,4947,-10715,11803.7899422177,11801.8656999646
11700,4275,-10995,4604,-10860,11796.8491556008,11795.6100308547
11720,4266,-10997,4243,-11003,11795.4552688737,11792.7544704365
11740,4272,-11003,3893,-11140,11803.2196031422,11800.6376522627
11760,4274,-10995,3534,-11250,11796.4868075203,11792.0166214265
11780,4266,-10998,3163,-11361,11796.3875826458,11793.0865340673
11800,4273,-11003,2803,-11461,11803.5815750983,11798.7851069506
11820,4273,-10994,2432,-11536,11795.1924528598,11789.5682702973
11840,4266,-10999,2053,-11614,11797.3199075044,11794.0580378426
11860,4274,-11002,1687,-11675,11803.0114801266,11796.2533882585
11880,4272,-10994,1307,-11715,11794.8302234496,11787.6831481
11900,4266,-11000,925,-11758,11798.2522434469,11794.3286794968
11920,4274,-11002,555,-11780,11803.0114801266,11793.0668191103
11940,4271,-10993,170,-11785,11793.5359413536,11786.2260711391
11960,4266,-11001,-211,-11793,11799.1845904706,11794.8874517733
11980,4275,-11001,-583,-11776,11802.441527074,11790.4225963279
12000,4270,-10994,-969,-11747,11794.1059856184,11786.8982349047
12020,4267,-11001,-1345,-11718,11799.5461777138,11794.9374309489
12040,4275,-11000,-1715,-11662,11801.5094373559,11787.4284303236
12060,4269,-10994,-2098,-11599,11793.743977211,11787.2136232445
12080,4268,-11002,-2467,-11533,11800.8401395833,11793.9042729708
12100,4275,-10998,-2832,-11440,11799.6452912789,11785.3223969478
12120,4268,-10994,-3207,-11344,11793.3820424847,11788.6040310123
12140,4269,-11002,-3565,-11241,11801.2018455749,11792.7649853628
12160,4275,-10997,-3923,-11112,11798.7132349252,11784.1619557778
12180,4267,-10995,-4286,-10983,11793.9524333448,11789.6600883995
12200,4270,-11003,-4630,-10844,11802.4958801094,11791.0659399394
12220,4275,-10996,-4978,-10681,11797.7811896983,11784.0674217352
12240,4267,-10996,-5325,-10521,11794.8846963419,11791.8219966212
12260,4271,-11003,-5653,-10346,11802.8577048103,11789.6617848011
12280,4274,-10995,-5987,-10151,11796.4868075203,11785.0316079339
12300,4266,-10997,-6315,-9960,11795.4552688737,11793.2533679218
12320,4272,-11003,-6624,-9751,11803.2196031422,11788.1031977159
12340,4273,-10995,-6940,-9526,11796.1245330829,11785.9355165383
12360,4266,-10998,-7245,-9307,11796.3875826458,11794.5018546779
12380,4273,-11002,-7533,-9065,11802.6494059597,11786.4461989185
12400,4273,-10994,-7828,-8814,11795.1924528598,11788.3069182983
12420,4266,-10999,-8108,-8566,11797.3199075044,11794.7454402374
12440,4273,-11002,-8373,-8295,11802.6494059597,11786.1848789165
12460,4272,-10994,-8644,-8020,11794.8302234496,11791.4857418393
12480,4266,-11000,-8895,-7746,11798.2522434469,11794.9794828139
12500,4274,-11001,-9135,-7448,11802.0793506907,11786.4722881785
12520,4271,-10994,-9379,-7151,11794.4680677002,11794.1698308953
12540,4266,-11001,-9599,-6852,11799.1845904706,11793.6722440468
12560,4275,-11000,-9813,-6532,11801.5094373559,11788.2141565209
12580,4270,-10994,-10027,-6216,11794.1059856184,11797.4312882085
12600,4267,-11001,-10215,-5895,11799.5461777138,11793.9497200895
12620,4275,-10999,-10401,-5555,11800.5773587566,11791.472596754
12640,4269,-10994,-10581,-5223,11793.743977211,11799.8851689328
12660,4268,-11002,-10736,-4882,11800.8401395833,11793.8806166588
12680,4275,-10998,-10891,-4527,11799.6452912789,11794.3889201603
12700,4268,-10994,-11036,-4182,11793.3820424847,11801.7973207474
12720,4268,-11003,-11157,-3824,11801.7724516278,11794.1351950874
12740,4275,-10997,-11280,-3457,11798.7132349252,11797.849337909
12760,4267,-10995,-11388,-3100,11793.9524333448,11802.3956890116
12780,4269,-11003,-11475,-2729,11802.1341290463,11795.0441287856
12800,4275,-10996,-11565,-2355,11797.7811896983,11802.3408695055
12820,4266,-10996,-11634,-1990,11794.5229661907,11802.9681012871
12840,4270,-11003,-11687,-1609,11802.4958801094,11797.2390837857
12860,4274,-10996,-11741,-1231,11797.4188702445,11805.3564960996
12880,4266,-10996,-11772,-860,11794.5229661907,11803.3717216734
12900,4271,-11003,-11790,-474,11802.8577048103,11799.524397195
12920,4273,-10995,-11808,-95,11796.1245330829,11808.3821499814
12940,4266,-10997,-11801,278,11795.4552688737,11804.2740141018
12960,4272,-11002,-11784,665,11802.2874054143,11802.7488747325
12980,4273,-10994,-11765,1041,11795.1924528598,11810.9654982139
13000,4266,-10998,-11719,1414,11796.3875826458,11803.9975008469
13020,4273,-11002,-11669,1799,11802.6494059597,11806.860802093
13040,4272,-10994,-11612,2168,11794.8302234496,11812.6528773176
13060,4266,-10999,-11529,2538,11797.3199075044,11805.0533670967
13080,4274,-11001,-11445,2915,11802.0793506907,11810.3873772201
13100,4271,-10994,-11350,3275,11794.4680677002,11813.0489290445
13120,4266,-11000,-11231,3639,11798.2522434469,11805.8325415872
13140,4274,-11000,-11114,4004,11801.1472323669,11813.2557747642
13160,4270,-10994,-10982,4352,11794.1059856184,11812.883983177
13180,4267,-11001,-10830,4705,11799.5461777138,11807.8755498184
13200,4274,-10999,-10680,5056,11800.2151251577,11816.3249786048
13220,4269,-10994,-10512,5389,11793.743977211,11812.8516878864
13240,4267,-11001,-10328,5729,11799.5461777138,11810.5471930813
13260,4275,-10998,-10146,6060,11799.6452912789,11817.9911998613
13280,4268,-10994,-9944,6376,11793.3820424847,11812.557386104
13300,4268,-11002,-9729,6699,11800.8401395833,11812.2835218259
13320,4274,-10998,-9517,7008,11799.2830290658,11818.8558244866
13340,4267,-10995,-9282,7304,11793.9524333448,11811.1786033401
13360,4269,-11002,-9041,7607,11801.2018455749,11815.5037979766
13380,4274,-10997,-8799,7891,11798.3509440938,11819.0643453702
13400,4267,-10996,-8535,8165,11794.8846963419,11811.5811811967
13420,4270,-11002,-8268,8443,11801.5636252151,11817.1093335045
13440,4274,-10996,-7999,8700,11797.4188702445,11818.3755651951
13460,4266,-10996,-7708,8950,11794.5229661907,11811.6791354997
13480,4271,-11002,-7419,9201,11801.9254784971,11819.4738461575
13500,4273,-10995,-7123,9428,11796.1245330829,11816.2732280529
13520,4266,-10997,-6809,9653,11795.4552688737,11812.8273499616
13540,4272,-11002,-6500,9873,11802.2874054143,11820.5807386947
13560,4272,-10994,-6181,10069,11794.8302234496,11814.8009716626
13580,4266,-10998,-5847,10265,11796.3875826458,11813.4514008396
13600,4273,-11001,-5521,10453,11801.7172479263,11821.4487267847
13620,4271,-10994,-5181,10617,11794.4680677002,11813.697558343
13640,4266,-10999,-4831,10783,11797.3199075044,11815.7373870614
13660,4273,-11001,-4489,10934,11801.7172479263,11819.6225405044
13680,4270,-10994,-4133,11066,11794.1059856184,11812.6222744994
13700,4266,-11000,-3770,11199,11798.2522434469,11816.5350674383
13720,4274,-11000,-3416,11314,11801.1472323669,11818.4454138436
13740,4269,-10994,-3045,11412,11793.743977211,11811.2560297371
13760,4267,-11001,-2675,11511,11799.5461777138,11817.7301543063
13780,4274,-10999,-2310,11589,11800.2151251577,11816.9801980032
13800,4268,-10994,-1930,11652,11793.3820424847,11810.7579773696
13820,4267,-11001,-1554,11716,11799.5461777138,11818.6112551348
13840,4274,-10998,-1183,11755,11799.2830290658,11814.3774275245
13860,4268,-10994,-797,11785,11793.3820424847,11811.9191497402
13880,4268,-11002,-420,11811,11800.8401395833,11818.465255692
13900,4274,-10997,-44,11812,11798.3509440938,11812.0819502745
13920,4267,-10995,344,11807,11793.9524333448,11812.0102014856
13940,4269,-11002,719,11796,11801.2018455749,11817.8922401586
13960,4274,-10997,1096,11759,11798.3509440938,11809.966003338
13980,4266,-10995,1481,11720,11793.5906745995,11813.2028256523
14000,4270,-11002,1851,11670,11801.5636252151,11815.8834202103
14020,4274,-10996,2226,11597,11797.4188702445,11808.7037815333
14040,4266,-10996,2604,11523,11794.5229661907,11813.5661423636
14060,4271,-11002,2966,11436,11801.9254784971,11814.3663393345
14080,4273,-10995,3335,11327,11796.1245330829,11807.7582122942
14100,4266,-10997,3702,11220,11795.4552688737,11814.9567921343
14120,4271,-11002,4053,11095,11801.9254784971,11812.1054008166
14140,4272,-10995,4413,10952,11795.7623322954,11807.6616228617
14160,4266,-10998,4765,10811,11796.3875826458,11814.522673388
14180,4272,-11002,5103,10650,11802.2874054143,11809.4499871925
14200,4272,-10994,5449,10476,11794.8302234496,11808.3943447024
14220,4266,-10999,5784,10302,11797.3199075044,11814.645995543
14240,4273,-11001,6106,10106,11801.7172479263,11807.3905669288
14260,4271,-10994,6435,9902,11794.4680677002,11809.268774992
14280,4266,-11000,6749,9697,11798.2522434469,11814.4322758227
14300,4273,-11000,7053,9468,11800.7851010007,11806.2624483788
14320,4270,-10994,7361,9236,11794.1059856184,11810.5045192828
14340,4267,-11000,7650,9000,11798.6138592633,11811.964273566
14360,4274,-10999,7933,8743,11800.2151251577,11805.6146811591
14380,4269,-10994,8218,8485,11793.743977211,11812.3134482624
14400,4267,-11001,8481,8220,11799.5461777138,11810.832358475
14420,4274,-10998,8741,7936,11799.2830290658,11806.1499651665
14440,4268,-10995,8997,7654,11794.3142657808,11812.270103583
14460,4268,-11001,9232,7363,11799.9078386231,11808.6236708602
14480,4274,-10998,9467,7055,11799.2830290658,11806.655495948
14500,4267,-10995,9693,6753,11793.9524333448,11813.4354867668
14520,4269,-11002,9898,6438,11801.2018455749,11807.5504656978
14540,4273,-10997,10104,6110,11797.9887268975,11807.7481341702
14560,4267,-10996,10298,5789,11794.8846963419,11813.6076200287
14580,4270,-11002,10472,5452,11801.5636252151,11806.2308972847
14600,4273,-10996,10648,5108,11797.0566244297,11809.8081271458
14620,4266,-10996,10807,4770,11794.5229661907,11812.8806393699
14640,4271,-11002,10949,4416,11801.9254784971,11806.0008893782
14660,4273,-10995,11093,4059,11796.1245330829,11812.2872467613
14680,4266,-10997,11216,3707,11795.4552688737,11812.7263999468
14700,4271,-11001,11325,3338,11800.9932632809,11806.6874693963
14720,4272,-10995,11434,2972,11795.7623322954,11813.9383780347
14740,4266,-10998,11520,2609,11796.3875826458,11811.7433514278
14760,4272,-11001,11595,2230,11801.3552187874,11807.4944420906
14780,4271,-10994,11668,1858,11794.4680677002,11815.006898009
14800,4266,-10999,11716,1486,11797.3199075044,11809.8624886152
14820,4273,-11001,11758,1102,11801.7172479263,11809.5286950835
14840,4270,-10994,11794,727,11794.1059856184,11816.3854456428
14860,4266,-11000,11804,350,11798.2522434469,11809.1877790134
14880,4273,-11000,11812,-37,11800.7851010007,11812.0579494007
14900,4269,-10994,11809,-411,11793.743977211,11816.1500498259
14920,4267,-11000,11783,-790,11798.6138592633,11809.4533743099
14940,4273,-10999,11756,-1174,11799.8529651856,11814.4746815083
14960,4268,-10994,11715,-1545,11793.3820424847,11816.4398191672
14980,4267,-11001,11652,-1923,11799.5461777138,11809.6161241592
15000,4274,-10998,11590,-2301,11799.2830290658,11816.2050168402
15020,4268,-10994,11511,-2665,11793.3820424847,11815.4706211814
15040,4268,-11002,11413,-3038,11800.8401395833,11810.4196792493
15060,4274,-10997,11317,-3406,11798.3509440938,11818.4315795286
15080,4267,-10995,11200,-3761,11793.9524333448,11814.61472076
15100,4268,-11002,11069,-4125,11800.8401395833,11812.6367082036
15120,4273,-10997,10938,-4479,11797.9887268975,11819.5298129833
15140,4266,-10996,10785,-4823,11794.5229661907,11814.294477454
15160,4269,-11002,10622,-5173,11801.2018455749,11814.6863267714
15180,4273,-10996,10457,-5511,11797.0566244297,11820.3202156287
15200,4266,-10996,10269,-5840,11794.5229661907,11813.4652409867
15220,4270,-11002,10076,-6174,11801.5636252151,11817.1084449623
15240,4273,-10995,9879,-6491,11796.1245330829,11820.6481209788
15260,4266,-10997,9659,-6803,11795.4552688737,11814.2748402092
15280,4271,-11002,9437,-7116,11801.9254784971,11819.2396117517
15300,4272,-10995,9208,-7411,11795.7623322954,11819.9063025051
15320,4266,-10998,8958,-7703,11796.3875826458,11814.4814951821
15340,4272,-11001,8710,-7993,11801.3552187874,11821.6813102029
15360,4271,-10994,8451,-8263,11794.4680677002,11819.3303532814
15380,4266,-10999,8175,-8532,11797.3199075044,11816.3297601243
15400,4272,-11001,7902,-8795,11801.3552187874,11823.4355836195
15420,4270,-10994,7616,-9038,11794.1059856184,11819.0058803607
15440,4266,-10999,7316,-9282,11797.3199075044,11818.6031323503
15460,4273,-11000,7020,-9515,11800.7851010007,11824.3657335182
15480,4270,-10994,6709,-9729,11794.1059856184,11817.9576069641
15500,4266,-11000,6388,-9946,11798.2522434469,11820.7216361777
15520,4273,-10999,6072,-10147,11799.8529651856,11825.0071035919
15540,4269,-10994,5740,-10331,11793.743977211,11818.5092545549
15560,4267,-11001,5402,-10517,11799.5461777138,11823.2353017269
15580,4273,-10999,5068,-10684,11799.8529651856,11825.0784352578
15600,4268,-10995,4717,-10837,11794.3142657808,11819.0802518639
15620,4268,-11001,4365,-10990,11799.9078386231,11825.1141643538
15640,4273,-10998,4015,-11121,11798.9208404837,11823.5724719731
15660,4267,-10995,3650,-11242,11793.9524333448,11819.6896744373
15680,4268,-11001,3288,-11361,11799.9078386231,11827.2255833733
15700,4273,-10997,2925,-11456,11797.9887268975,11823.5172854781
15720,4267,-10996,2548,-11544,11794.8846963419,11821.8543384699
15740,4269,-11001,2179,-11626,11800.269573192,11828.4367944374
15760,4273,-10996,1807,-11684,11797.0566244297,11822.9059456633
15780,4266,-10996,1424,-11738,11794.5229661907,11824.0610620886
15800,4270,-11001,1050,-11782,11800.6313814135,11828.694940694
15820,4272,-10995,671,-11803,11795.7623322954,11822.0577735012
15840,4266,-10997,286,-11823,11795.4552688737,11826.4586838157
15860,4271,-11001,-89,-11828,11800.9932632809,11828.3348363157
15880,4272,-10995,-471,-11813,11795.7623322954,11822.3859689997
15900,4266,-10998,-855,-11797,11796.3875826458,11827.942931888
15920,4271,-11001,-1227,-11764,11800.9932632809,11827.8157324165
15940,4271,-10994,-1609,-11713,11794.4680677002,11822.9966590539
15960,4266,-10998,-1988,-11662,11796.3875826458,11830.2319503888
15980,4272,-11000,-2355,-11590,11800.4230432642,11826.8391804404
16000,4270,-10994,-2732,-11504,11794.1059856184,11823.9519620134
16020,4266,-10999,-3102,-11417,11797.3199075044,11830.9041497258
16040,4273,-11000,-3462,-11308,11800.7851010007,11826.0859120844
16060,4269,-10994,-3830,-11188,11793.743977211,11825.40671605
16080,4266,-11000,-4187,-11066,11798.2522434469,11831.6239375666
16100,4273,-10999,-4536,-10920,11799.8529651856,11824.6224464039
16120,4268,-10994,-4892,-10768,11793.3820424847,11827.150459853
16140,4267,-11001,-5232,-10611,11799.5461777138,11830.7711075821
16160,4273,-10998,-5569,-10431,11798.9208404837,11824.5305192215
16180,4268,-10994,-5908,-10247,11793.3820424847,11828.1643968961
16200,4267,-11001,-6229,-10056,11799.5461777138,11828.929664175
16220,4273,-10998,-6549,-9844,11798.9208404837,11823.440150819
16240,4267,-10995,-6868,-9631,11793.9524333448,11829.014540527
16260,4268,-11001,-7168,-9407,11799.9078386231,11826.7439728777
16280,4273,-10997,-7468,-9165,11797.9887268975,11822.3622428007
16300,4266,-10995,-7763,-8924,11793.5906745995,11828.0152603892
16320,4269,-11002,-8040,-8670,11801.2018455749,11824.1490180055
16340,4273,-10996,-8317,-8400,11797.0566244297,11820.8497579489
16360,4266,-10996,-8586,-8134,11794.5229661907,11827.1447103686
16380,4270,-11001,-8836,-7852,11800.6313814135,11820.6937190674
16400,4272,-10995,-9088,-7558,11795.7623322954,11820.1145510524
16420,4266,-10997,-9327,-7268,11795.4552688737,11824.4134315407
16440,4270,-11001,-9549,-6960,11800.6313814135,11816.3023404109
16460,4272,-10995,-9773,-6646,11795.7623322954,11818.6651107475
16480,4266,-10997,-9979,-6334,11795.4552688737,11819.4753267647
16500,4271,-11001,-10173,-6004,11800.9932632809,11812.6180417382
16520,4271,-10995,-10365,-5672,11795.4002051647,11815.4478967156
16540,4266,-10998,-10538,-5340,11796.3875826458,11813.7650222103
16560,4272,-11001,-10700,-4992,11801.3552187874,11807.2039027028
16580,4270,-10994,-10860,-4646,11794.1059856184,11812.0665423117
16600,4266,-10999,-10997,-4297,11797.3199075044,11806.7022491465
16620,4272,-11000,-11127,-3934,11800.4230432642,11801.9695390219
16640,4270,-10994,-11251,-3577,11794.1059856184,11805.9277483813
16660,4266,-11000,-11352,-3215,11798.2522434469,11798.4799444674
16680,4272,-10999,-11448,-2841,11799.4908788473,11795.2526467219
16700,4269,-10994,-11535,-2476,11793.743977211,11797.7455897303
16720,4267,-11000,-11599,-2104,11798.6138592633,11788.2830386787
16740,4273,-10999,-11661,-1723,11799.8529651856,11787.6057789527
16760,4268,-10995,-11709,-1353,11794.3142657808,11786.9118092908
16780,4267,-11000,-11737,-974,11798.6138592633,11777.3445648839
16800,4273,-10998,-11763,-592,11798.9208404837,11777.8874591329
16820,4267,-10995,-11773,-219,11793.9524333448,11775.0367303036
16840,4268,-11001,-11764,162,11799.9078386231,11765.1153840496
16860,4272,-10997,-11754,543,11797.6265833429,11766.5358113593
16880,4267,-10996,-11725,914,11794.8846963419,11760.5706069051
16900,4269,-11001,-11680,1295,11800.269573192,11751.5711715498
16920,4272,-10996,-11633,1670,11796.6944522608,11752.2588892519
16940,4266,-10996,-11565,2036,11794.5229661907,11742.8497818886
16960,4270,-11001,-11485,2412,11800.6313814135,11735.5429784906
16980,4272,-10996,-11402,2777,11796.6944522608,11735.3028508002
17000,4266,-10997,-11297,3136,11795.4552688737,11724.1931492107
17020,4270,-11001,-11183,3502,11800.6313814135,11718.51069889
17040,4271,-10995,-11064,3855,11795.4002051647,11716.3612525391
17060,4266,-10998,-10922,4203,11796.3875826458,11702.7899664994
17080,4271,-11001,-10775,4555,11800.9932632809,11698.2327725174
17100,4271,-10995,-10621,4892,11795.4002051647,11693.4727519245
17120,4266,-10998,-10445,5226,11796.3875826458,11679.4306796179
17140,4272,-11000,-10267,5560,11800.4230432642,11675.8249815591
17160,4270,-10994,-10078,5878,11794.1059856184,11666.9176734903
17180,4266,-10999,-9870,6195,11797.3199075044,11653.107954533
17200,4272,-11000,-9663,6508,11800.4230432642,11650.2202983463
